Titel,Ondertitel,Description1,Description2,Genre,ID,Planning ID
Gérald Kurdian,The magic of Spectacular theater,"‘The magic of Spectacular theater’ houdt het midden tussen een muzikale komedie, een documentaire en een goochelshow. Kurdian zoekt zowel inspiratie bij het occulte en paranormale, als bij illusionisten. Terwijl de eerste beweren dat wat ze doen écht is, zijn goochelaars er eerlijk over dat ze je iets proberen wijs te maken. Maar beide vertrekken wel van hetzelfde standpunt: er is meer dan het oog kan zien.
\
Kunnen we de grenzen verleggen van wat menselijk mogelijk is? Kurdian gaat de uitdaging aan en werkt daarvoor tijdens zijn voorbereiding met een echte illusionist. Teleportatie, pogingen om te zweven, goochel- instrumenten als een vlammende kooi of kisten met dubbele bodems, niets is te gek. Het decor is van de hand van Philippe Quesne (o.a. ‘La mélancolie des dragons’), die later dit seizoen zijn nieuwste voorstelling presenteert in Vooruit.","Engels gesproken
\
www.geraldkurdian.fr",\N,219,legacy-3197
Mette Ingvartsen,All the way out there,"Danseres Mette Ingvartsen (ex-P.A.R.T.S.) staat bekend om haar sterk fysieke werk. Met ‘In The Air’ in 2008 bijvoorbeeld maakte ze een choreografie voor twee op een trampoline. ‘All the way out there’ is een krachtige performance met en over de stem. Samen met acteur Guillem Mont de Palol dwingt Ingvartsen haar stem tot het uiterste. Op die manier geven ze onvermijdelijk ook uiting aan gevoelens en expressie, van broze ingetogenheid over extatisch enthousiasme tot extreme woede. Maar daarbij drijven de twee het zo ver dat het menselijke van die emoties bijna verloren gaat.","Mette Ingvartsen & Guillem Mont de Palol (spel)
\
metteingvartsen.net
\
concept en choreografie: Mette Ingvartsen en Guillem Mont de Palol / lichtontwerp: Jorge Dutor / geluidsontwerp: Gerald Kurdian en Peter Lenaerts / stemtraining: Dalila Khatir / Productiemanagement: Kerstin Schroth / advies: Jeroen Fabius
\
een productie van Mette Ingvartsen en Great Investment / coproductie: Kaaitheater (Brussels), Hebbel am Ufer (Berlin), Musée de la Danse/Centre Chorégraphique National de Rennes et de Bretagne, MDT (Stockholm) / gesponsord door: Haupstadtkulturfonds (Berlin, Germany) / met de steun van Kunstencentrum BUDA (Kortrijk), Antic Teatre (Barcelona), sommer.bar 2010 a project of Tanz im August (Berlin) en University of Dance and Circus (Stockholm)
\
coproductie: Vooruit (Départs) / met de steun van Départs/European Commission (Culture program)
\
 ",\N,221,legacy-3198
Scott Colley,,"Een must in je jazzagenda!\
\
\
	Krachtige lijnen, een onberispelijke articulatie en een bijzonder gevoel voor swing en voor ondersteuning: talenten die er al jaren voor zorgen dat Scott Colley als bassist de voorkeur geniet van legendes als Jim Hall, Andrew Hill en Herbie Hancock. De lijst van muzikanten door wie hij gevraagd wordt en waar hij mee samenspeelt, is oneindig. En toch is het vooral als componist en bandleader dat Colley de laatste jaren openbloeit met een aantal indrukwekkende opnames. In dit project in de Bijloke brengt hij nieuw werk met drie muzikanten die hem niet vreemd zijn. Mark Turner, Bill Stewart en Kevin Hays werkten al samen met Colley, maar nooit eerder stonden ze allemaal samen op het podium. Een unicum dus, en alleen al daarom een must in je jazzagenda.","Scott Colley (contrabass), Mark Turner (sax), Bill Stewart (drums) & Kevin Hays (piano)\
\
\
	www.scottcolley.com",Concert,223,legacy-3199
De Koe,De Wederopbouw van het Westen III: Zwart,"‘ZWART’ is het laatste deel van de trilogie die de Koe maakt rond ‘de wederopbouw van het Westen’. Het eerste deel, ‘WIT’, behandelde de jeugd, het maagdelijke begin op een leeg blad. ‘ROOD’ draaide rond Elisabeth Taylor, die symbool stond voor de liefde en de passie. En nu is er dus ‘ZWART’. Daarin willen Peter Van den Eede, Natali Broods en Willem de Wolf het hebben over kunst. Ze duiken in de geschiedenis van de Westerse kunst, van de renaissance tot nu. Hun doel: uitzoeken hoe ze die geschiedenis op theater kunnen brengen en waarheidsgetrouw blijven. Hoe kunnen ze er iets over vertellen zonder belerend te worden? En kan een blik op het verleden misschien inkijk geven in de toekomst. Wie weet komen de drie dan wel uit bij een nieuwe begin. Bij… ‘WIT’?","Peter Van den Eede, Natali Broods & Willem de Wolf (spel) / Nederlands gesproken
\
www.dekoe.be",Theater,225,legacy-3200
Ontdekkingsdag Codice Ivan,,"Na de voorstelling GMGS_What the hell is happiness? volgt een Ontdekkingsdag, een gratis nagesprek met Codice Ivan. Je krijgt een blik achter de schermen en komt meer te weten over de artiest, het gezelschap, werk uit het verleden en eventuele toekomstplannen… We gaan ook dieper in op de voorstelling zelf: welke thema’s komen aan bod, wat waren de inspiratiebronnen, hoe verliep het werkproces, ...
\
Het belooft steeds een informele avond te worden. Blijf gewoon zitten na de voorstelling. Je kan ook zelf vragen stellen!","Anna Destefanis, Leonardo Mazzi & Benno Steinegger (spel) / Engels en Italiaans gesproken, het Italiaans wordt vertaald met Engelse boventiteling
\
www.codiceivan.com",Theater,227,legacy-3213
Ontdekkingsdag Motus,,"Na de voorstelling Alexis, a Greek Tragedy volgt een Ontdekkingsdag, een gratis nagesprek met Motus. Je krijgt een blik achter de schermen en komt meer te weten over de artiest, het gezelschap, werk uit het verleden en eventuele toekomstplannen… We gaan ook dieper in op de voorstelling zelf: welke thema’s komen aan bod, wat waren de inspiratiebronnen, hoe verliep het werkproces, ...
\
Het belooft steeds een informele avond te worden. Blijf gewoon zitten na de voorstelling. Je kan ook zelf vragen stellen!","Silvia Calderoni, Vladimir Aleksic, Benno Steinegger & Alexia Sarantopoulou (spel) / Italiaans gesproken met Nederlandse en Engelse boventiteling
\
www.motusonline.com",Theater,229,legacy-3214
Arno,support: Ellen Schoenaerts,"Om zijn terugkeer naar het podium groots te vieren, speelt Arno begin 2013 enkele shows in ons land, waaronder ook in Vooruit! De ideale gelegenheid om Arno’s nieuwste album ‘Future Vintage’ te ontdekken, een feestavond met een van de opvallendste figuren van de Belgische muziekwereld.","Org.: Live Nation
\
www.arno.be",Concert,231,legacy-3269
Uitgelezen,10de jaargang - ihkv Dag van de Cultuureducatie,"\
    Opgelet: Doordat deze Uitgelezen kadert in de Dag van de Cultuureducatie, is deze editie verhuisd van 15/01 naar 29/01 én naar de Theaterzaal!
\

\
Uitgelezen – het boekenprogramma van Vooruit – is aan zijn 10de jaargang toe!
\
Zoals steeds lezen de vaste panelleden Anna Luyten (journaliste) en Jos Geysels (Minister van Staat, voorzitter boek.be en 11.11.11) drie boeken. Samen met 2 gastpanelleden en gastvrouw Fien Sabbe delen ze hun bevindingen met het publiek.
\
Deze keer verwelkomen ze regisseur Alain Platel en kunstenaar Koen Van Mechelen als hun gasten. Samen bespreken ze ‘Berichten uit Homs’ van Jonathan Littell, ‘Maanstorm’ van Antonio Munoz Molina en ‘Kikkers’ van Nobelprijswinnaar Mo Yan.
\
 
\
Muziek is er van Geike, dichter Charles Ducal leest voor in het kader van Gedichtenweek en we tonen beelden uit het nog te verschijnen stripverhaal ‘’t Van Beversplein’ van Arne Sierens.
\

\
    Deze editie staat in het teken van de Dag van de Cultuureducatie met als thema ‘meesterschap en engagement’. Alain Platel zegde alvast toe als panellid. Meer info volgt gauw.
\","Kom op tijd, want vol = vol. Reserveren is niet mogelijk.
\

\
    www.demorgen.be
\

\

\
 ",Debat / Gesprek,233,legacy-3283
Uitgelezen,10de jaargang,"Uitgelezen – het boekenprogramma van Vooruit – is aan zijn 10de jaargang toe! Zoals steeds lezen de vaste panelleden Anna Luyten (journaliste) en Jos Geysels (Minister van Staat, voorzitter boek.be en 11.11.11) drie boeken. Samen met gastpanelleden Raf Walschaerts (muzikant Kommil Foo) en Joke Devynck (actrice) en gastvrouw Fien Sabbe delen ze hun bevindingen met het publiek.
\
Deze boeken liggen op tafel:
\

\
    Peter Carey – De chemie van tranen
\
    Y.M. Dangre – Maartse kamers
\
    JC Grondahl – Voordat we afscheid nemen
\

\
Bovendien geeft elk panellid ook nog zijn of haar ultieme leestip, is er muziek van Billie Kawende en een boekentombola. En omdat februari Valentijnsmaand is, brengt Amelie O een erotisch verhaal… Een niet te missen boekenprogramma voor en door lezers!","Kom op tijd, want vol = vol. Reserveren is niet mogelijk.
\

\
    www.demorgen.be
\

\
 ",Debat / Gesprek,235,legacy-3284
Aimee Mann,support: Ted Leo,"\
    Opgelet: dit concert is verplaatst van de Concertzaal naar de Balzaal.
\

\
line up:
\
19:30 deuren
\
20:15 Ted Leo
\
20:45 dj
\
21:20 Aimee Mann
\
22:50 dj
\
Singer songwriter Aimee Mann, die haar carrière begon als frontvrouw van Til Tuesday in de jaren ’80, brengt een nieuwe plaat uit, haar 8ste solowerk ‘Charmer’, de eerste sinds 2008.
\
Mann is vooral bekend vanwege haar soundtrack voor ‘Magnolia’ (die haar nominaties voor Oscar, Golden Globe en 3 Grammy Awards opleverde). Samen met haar echtgenoot Michael Penn beheert ze haar eigen platenlabel Super Ego. Ze is een bekende figuur in de (sociale) media, speelde een prominente rol in de tv-reeks ‘Portlandia’ en wordt door the Huffington Post ondergebracht bij de “13 funny musicians you should be following on Twitter”.
\
Ook nu weer tonen haar nummers een vertrouwde mix van folk, pop en indie en zijn ze fraaie staaltjes van maatschappelijke observatie. Muzikale invloeden zijn de bekende popbands uit de jaren ’70 en ’80: Blondie, the Cars en Split Enz. Opvallende nummers zijn de titeltrack ‘Charmer’ en een duet met James Mercer van the Shins.","www.aimeemann.com
\
Organisatie & tekst: Democrazy ism Greenhouse Talent
\
Studentencultuurcheque niet geldig.
\
De exacte timing van het concert vind je op deze site in de loop van de week van het concert.
\
Student? Op vertoon van een geldige studentenkaart krijg je 3 euro cash terugbetaald aan de avondkassa. Meer info hier: www.democrazy.be/ticketinfo.
\
 ",Concert,237,legacy-3291
An Pierlé (solo) - cd-voorstelling,support: Blackie & the Oohoos,"AN PIERLE
\
In 1996 verraste een jonge meisje op Humo’s Rock Rally door op een zitbal aan haar piano een cover te spelen van ‘Are Friends Electric’ van Gary Numan. Dat meisje was An Pierlé. Twee jaar later volgde haar debuutalbum ‘Mud Stories’ dat voornamelijk op elektrische piano ingespeeld was. Sindsdien heeft An Pierlé met White Velvet een band rond zich verzamelt waarmee ze tourde in heel Europa. In 2006 ontving ze een ZAMU-award als beste zangeres van het jaar.
\
In 2012 werd An Pierlé uitgeroepen tot stadscomponiste van Gent. Haar eerste verwezenlijking in die hoedanigheid was een concert bij de opening van de Stadshal in september, waarbij ze een aantal bevriende (Gentse) muzikanten uitnodigde op het podium: The Bony King of Nowhere, Sarah Ferri, Stef Heeren, Esther Lybeert, ...
\
Voor haar concert in Minard gaat Pierlé echter weer voor de eenvoud: op een solo-concert in intieme kring stelt ze haar nieuwe album voor.
\
BLACKIE & THE OOHOOS
\
“In de nachtmerries van Loesje en Martha Maieu troepen boze geesten samen rond een ketel melancholie. De tweede van Blackie & The Oohoos is dan ook een macaber schouwspel; een plaat die meedogenloos in open wonden kerft, en tegelijk als een balsem voor het gemoed werkt.” (Humo)",www.myspace.com/anpierleandwhitevelvet,Concert,239,legacy-3329
Frank Boeijen,In concert 35 jaar,"Met 35 jaar muzikale bagage en bevlogen muzikanten staat Frank Boeijen ook komend seizoen weer op de planken in De Vooruit. De Nijmeegse zanger/liedjesschrijver is een graag geziene gast in het theater. Niet alleen omdat hij één van de pioniers was die popmuziek naar de theaters bracht, maar ook en vooral omdat hij zichzelf en zijn liedjes voortdurend opnieuw uitvindt. 
\
Voor Boeijen primeren de puurheid en schoonheid van zijn songs: hij gooit graag alle ballast overboord en zoekt steeds naar nieuwe invalshoeken die het publiek de essentie van de liedjes laten beleven. Dat maakt dat hij ook de vrijheid kan nemen om zich niet te beperken tot een avondje ‘greatest hits’, en moeiteloos verwondering weet op te wekken met nieuw of minder bekend werk.
\
De zanger laat zich op zijn muzikale reis seconderen door uitstekende muzikanten. Zij creëren samen een unieke sound, een prachtige blend van akoestische  en elektrische instrumenten, die warm en troostend klinkt. Dat levert een harmonische rijkdom op: van intieme, breekbare liedjes tot energieke powersongs en filmische sfeernummers.
\
De pers over Frank Boeijen:
\
‘Hij is de edelsmid van de oude kroonjuwelen en van nieuwe parels. Samen met zijn band laat hij ze blinken tijdens een sprankelend theaterconcert.’","www.frankboeijen.nl
\
organisatie: Kras Artists",Concert,241,legacy-3394
Mark Eitzel (American Music Club),,"Een vrolijke muzikale Frans is Mark Eitzel nooit geweest. Wie het prachtige oeuvre van zijn band American Music Club kent, weet intussen waar de woorden tristesse en weltschmerz voor staan. De zeer karakteristieke, wat klagende en onvaste stem van Eitzel in een décor van traditionele, oerdegelijke songs heeft al meer dan 15 beklijvende platen opgeleverd. Met steevast lovende kritieken: The Guardian omschreef hem als ‘America’s Greatest Living Lyricist’, Rolling Stone betitelde hem ooit als ‘Songwriter of the year’. En nu is er de nieuwe cd Don’t Be A Stranger die opnieuw na een zeer moeilijke periode komt: de wellicht definitieve implosie van American Music Club, de dood van AMC-drummer Tim Mooney en een hartaanval midden vorig jaar. De plaat is er maar kunnen komen dankzij de financiering door een vriend met een winnend lottobiljetje, de steun van producer Sheldon Gromberg (Rickie Lee Jones, Ron Sexsmith, Ben Harper), drummer Pete Thomas van the Attractions en een aantal gevierde sessiemuzikanten uit Los Angeles. Live weet Eitzel alle tegenslagen wonderwel te overwinnen dankzij een stevige dosis humor en onvoorspelbaarheid.","Mark Eitzel:markeitzel.blogspot.be/
\
crimeandthecitysolution.com
\
www.myspace.com/hjkras
\
Organisatie & tekst: Democrazy
\
De exacte timing van het concert vind je op deze site in de loop van de week van het concert.
\
Student? Op vertoon van een geldige studentenkaart krijg je 3 euro cash terugbetaald aan de avondkassa. Meer info hier: www.democrazy.be/ticketinfo.
\
 ",Concert,243,legacy-3396
Mind The Book,met Arnon Grunberg: filmretrospectieve /  in gesprek met Stefan Hertmans,"“We kunnen er niet onderuit: we beleven emotionele tijden. Waar men ook kijkt, commotie is de norm, intensiteit de vorm.” Zo begint ‘De mobilisatie van Arcadia’ (2011), het recentste boek met essays van Stefan Hertmans. Daarin fileert hij ons opfokgedrag t.o.v. alles wat we van waarde achten, o.a. seksualiteit, identiteit, kunst, literatuur en sociaal engagement.
\
In zijn (film)essaybundel, ‘Buster Keaton lacht nooit’ (2013), dat tijdens Mind the Book in première wordt voorgesteld, snijdt Arnon Grunberg, via welgekozen films, op messcherpe wijze thema’s aan als kapitalisme, oorlog, roem en liefde.
\
Grunberg & Hertmans; Benieuwd wat deze botsing van geesten teweeg zal brengen.",meer info op www.mindthebook.be,\N,245,legacy-3398
Kasper Vandenberghe & Kurt Vandendriessche,K&K Bringin' home the bacon,"De voorstelling die was gepland op vrijdag 18 januari zal niet doorgaan.
\
Theatermakers Kasper Vandenberghe en Kurt Vandendriessche wagen zich op de vrije markt met hun onderneming K&K.
\
K&K biedt theater aan als een service, een sensationele ervaring, entertainment op maat gesneden van de behoefte in de klant. K&K brengt de klant een dramatische, absurde interventie in de normale gang van zaken.
\
In tijden van crisis en economische instabiliteit is K&K uitkomst in de zoektocht naar wegen om de vaardigheid van Kasper en Kurt aan de man te brengen. Op de avond van de voorstelling K&K Bringin’ home the bacon lanceren ze K&K en stellen u hun initiatief voor. Ze geven het publiek een inkijk in de research, de productontwikkeling en de eerste stappen van hun onderneming op de vrije markt. Verwacht een verfrissende, radicale kijk op ondernemerschap, punk’d en plastered.
\
 
\
TICKETINFO
\
1. The Royal Slab – 40€
\
(6 pl. beschikbaar)
\
Deze VIP-zitplaats is de meest comfortabele plek om de voorstelling te zien. Als toeschouwer word je met extra aandacht behandeld. Je krijgt een glaasje cava en een hapje aangeboden door het huis. Je bent niet alleen een toeschouwer van het schouwtoneel, maar een ware eregast.
\
2. The Crunchy Delight – 10€
\
(50 pl. beschikbaar)
\
Hou je van verfijnde details en heb je toch graag een overzicht op het hele gebeuren? Zit je als het ware graag in het hart van de voorstelling? Deze zitplaats is iets meer betalen voor een topzitje.
\
3. The Chunk o’ Lard – 5€
\
(124 pl. beschikbaar)
\
Deze zitplaats is ideaal voor het familiebudget of een origineel cadeau. Je zit comfortabel, gezellig samen en bovendien is er de keuze tussen het linkse of het rechtse zicht. Keuze is vrijheid, laat het niet aan je neus voorbijgaan.
\
4. The Pig Sty – 1€
\
(20 pl. beschikbaar)
\
Deze fantastische staanplaats geeft je de flexibiliteit om te gaan en staan waar je wil. Op de scène wordt er voor jou een plaats voorzien waar je op je eigen manier kan genieten van het schouwtoneel. Geen vervelend te dicht zittende mensen en stof opwaaiende zitjes die je neus doen kriebelen. Er wordt een afgebakende plaats voor je voorzien waar je in alle rust kan genieten.
\
GA DE GESCHIEDENIS IN ALS 1ste KLANT VAN K&K
\
‘K&K’ is een bedrijf dat theatrale diensten aanbiedt in de privé- en bedrijfssector. Het bedrijf verzorgt theatrale interventies die inspelen op de context van jouw leven en dit in de geborgenheid van je eigen thuisomgeving. Aan de hand van een vraaggesprek, enkele dagen voor datum, bereidden ze in samenspraak met jou als klant de interventie voor. Zo kunnen ze optimaal beantwoorden aan jouw noden en verwachtingen.
\
Speciaal aan het cliënteel van Vooruit reiken K&K een gratis beurt uit, in ruil voor het gebruik van beeldmateriaal en gefilmde getuigenissen. ","Concept, creatie, performance: Kasper Vandenberghe & Kurt Vandendriessche / Dramaturgie: Bart Capelle / Kostuums: Valerie Le Roy / Techniek: Thomas Vermaercke
\
Productie: Caravan Production / Coproductie: workspacebrussels (Brussel, BE) Residenties Kunstencentrum Vooruit (Gent, BE), Kunstencentrum BUDA (Kortrijk, BE), workspacebrussels in samenwerking met Beursschouwburg (Brussel, BE), Tala Dance Center (Zagreb, HR), Troubleyn/Laboratorium (Antwerpen, BE) / Met de steun van de provincie West-Vlaanderen / Met dank aan Proximity BBDO, Avothea",Theater,247,legacy-3408
Poplife NYE,,"Poplife Oudejaar, voor velen een traditie. Een traditie met garantie want je weet heel zeker dat je met al je vrienden helemaal uit de bol zal gaan op een aanstekelijke mix van bekende en soms iets minder bekende pop nummers met een vleugje house en electro.
\
Poplife is al lang een begrip in het Gentse nachtleven met een reputatie tot ver daarbuiten en wij zorgen uiteraard ook deze keer voor een Oudejaarsavond die je niet licht zal vergeten!
\
Muzikaal word je opnieuw bediend door onze’usual suspects’. Curator en orkestmeester Maxim Lany speelt exclusief de hele nacht lang op Poplife en brengt weer een aantal van zijn beste dj-vrienden mee. Om maar te zeggen dat de muziek enkel overtroffen zal worden door het fantastische decor en door jou! Want op Poplife worden jullie volledig in de spot-light gezet: de crowd die zorgt voor de uitgelaten sfeer en de zwoele vibes. Wij zorgen voor vele extra’s als danspodia, cocktail- en champagnebars, vriendelijke staff, ... zodat jullie je helemaal en totaal kunnen laten gaan!
\
En zo heeft Poplife doorheen de jaren een vast publiek van enthousiaste party-people weten te verleiden.  Tot het ochtend gloren brengen die keer op keer een uitbundige ode aan de pop cultuur.
\
Poplife, de beste garantie om de aftrap naar het nieuwe jaar meer dan gepast in te zetten.
\
Poplife, it’s about life, it’s about love, it’s about you!
\
Line-up :
\

\
    Popping the Champagne:
\
    Maxim, Nathan & Stephen
\","meer info: www.poplife.be
\
www.facebook.com/PopLife.be
\
Very limited guest-tickets available (  van 01/11 till 23/12)  at  :
\
Bar d’Oh, Black Balloon, Brooklyn, Café Labbath, Café Parti, Café Théatre, Carrément, Chocolade bar, Cream, Cube, Don & Dona, Dope, De Client, Grade, Greenway, Eat Love Tastings, Julie’s House, Limits, Rood, Vintage & Wasbar.
\
Guest-tickets zijn enkel geldig tot 01u. !!!!",Feest,249,legacy-3411
Freaky Age,,"In 2006 waren de toen 14-jarige ukkies van Freaky Age de jongste band die de finale van Humo’s Rockrally bereikt hadden. Vandaag stonden ze al op festivals als Les Ardentes, Marktrock, Pukkelpop,... toerden ze intensief in het buitenland (Frankrijk, Nederland, Engeland, VS,…) en scoorden ze met hun singels op Studio Brussel en Pure fm.
\
We kunnen het er over eens zijn, de jonge muzikanten van Freaky Age zijn al lang geen beginners meer! Ze spelen catchy rocknummers waarin invloeden te bespeuren zijn van The Strokes, The Who, Television,… Af en toe een horen we ook flarden folkrock en new wave doorheen de gitaarriffs.
\
Hun derde album ‘(From the heart of) Glitter Lake’ werd in augustus 2012 voorgesteld op de main stage van Pukkelpop. De rockband experimenteerde op deze plaat volop met strijkers en piano wat een sterk en gevarieerd resultaat geeft. Nu komen ze dit bewijzen live in Vooruit!
\
Dat Freaky Age goed bezig is, bewijzen volgende recensies:
\

\
    “Full of bluesy-rock-n’roll…album Living In Particular Ways is a corker” BEAT SURRENDER,UK
\

\

\
    “Freaky Age organiseerde voor ons een speeddate met het vuilste, het gruizigste en het opwindendste uit zeven eeuwen geil gitaargeweld. Humo
\","www.freakyagemusic.com
\
www.facebook.com/freakyage
\
 ",Concert,251,legacy-3412
The Bony King of Nowhere,support: Catatonics,"20:00 Catatonics
\
21:00 The Bony King of Nowhere
\

\
    OPGELET: Woensdag 20 februari is Dikketruiendag. We zetten de verwarming één graad minder. Trek dus een extra warme trui aan. Of kruip gezellig dicht bij elkaar tijdens dit concert.
\

\
Bram Vanparys nam z’n 3de album op, afgesneden van de wereld, in een klein Waals dorpje. Op een intiem concert in november in Minard speelde hij de songs solo en akoestisch, maar vanavond brengt hij zijn band mee. De Standaard had alvast 4 sterren veil voor het jongste album, en we lazen ook deze mooie woorden:
\

\
    Tijdens zijn concerten lokt The Bony King het publiek naar een dromerige wereld, een fragiel île flottante te midden van de grauwere realiteit. (De Morgen, GVA, 15 januari 2013)
\

\

\
    ”Negen afgekloven, mystieke, slechts om spanish guitar en stem verzoekende nummers op zijn derde bloedmooie plaat. Ik sta er machteloos tegenover” (Focus Knack)
\

\

\
    ”Volledig uitgebeend en hoogst fragiel” (Humo)
\",thebonykingofnowhere.be,Concert,253,legacy-3413
Dag van de Cultuureducatie,Lopend vuur: Meesterschap & engagement,"Op 29 januari 2013 verwelkomt Vooruit de volgende editie van de Dag van de Cultuureducatie. De organisatoren zijn nog volop bezig met de uitwerking van de dag, maar lichten alvast een tip van de sluier op!
\
Dit jaar staan de thema’s ‘meesterschap & engagement’ centraal. Hoe neem je vanuit je eigen meesterschap als leraar, kunstenaar, schrijver, cultuurhuis, … een engagement op naar de ander/de maatschappij? Hoe kan je zelf een verschil maken of anderen in beweging zetten? Ook dit jaar bieden we een waaier van lezingen, sessies en debatten aan, met o.a. Jane Davis, Koen Vanmechelen, Pedro De Bruyckere, Leo Bormans, Alain Platel, Michaël De Cock en Myriam Stoffen.
\
Het avondprogramma sluit dit jaar aan bij Uitgelezen, ons literaire programma voor en door lezers! Uitgelezen nodigt, naast de vaste panelleden Anna Luyten en Jos Geysels, enkele bijzondere gasten uit. Alain Platel tekent alvast present.
\
We vragen enkele prominente sprekers, kunstenaars, denkers om alvast te reflecteren over het thema. Pedro De Bruykere geeft een eerste aanzet met ‘Op stap’. Een reflectie over engagement en jongeren en wat meesterschap in deze tijden nog kan betekenen.","Wil je verder op de hoogte blijven van deze inspirerende hersenspinsels of andere nieuwe feiten over de Dag van de Cultuureducatie 2013? Word dan fan van de facebookpagina Dag van de Cultuureducatie en/of zoek op twitter-hashtag #dce2013.
\

\
    Meer informatie over het programma en de inschrijving vind je vanaf 3 december op deze website of via www.dagvandecultuureducatie.be
\

\
org. CANON Cultuurcel (Vlaams Ministerie van Onderwijs en Vorming), het Vlaams Ministerie van Cultuur, Jeugd, Sport en Media, Cultuurnetwerk Nederland, Kunstencentrum Vooruit",Debat / Gesprek,255,legacy-3420
